congress,district,state,party,name,dwnom1,dwnom2
80,6,MASSACH,Republican,BATES  G.,0.194999993,-0.423999995
80,7,MASSACH,Democrat,LANE  T.,-0.225999996,-0.133000001
80,8,MASSACH,Republican,GOODWIN  A.,0.324999988,-0.653999984
80,9,MASSACH,Republican,GIFFORD  C.,0.268000007,-0.075000003
80,9,MASSACH,Republican,NICHOLSON,0.412999988,0.014
80,10,MASSACH,Republican,HERTER  C.,0.162,-0.708000004
80,11,MASSACH,Democrat,KENNEDY  J.,-0.230000004,-0.197999999
80,12,MASSACH,Democrat,MCCORMACK,-0.254999995,0.029999999
80,13,MASSACH,Republican,WIGGLESWORT,0.214000002,-0.744000018
80,1,MICHIGA,Democrat,SADOWSKI,-0.619000018,-1.065999985
80,2,MICHIGA,Republican,MICHENER,0.236000001,-0.261999995
80,3,MICHIGA,Republican,SHAFER  P.,0.456,-0.081
80,4,MICHIGA,Republican,HOFFMAN  C.,0.635999978,0.075000003
80,5,MICHIGA,Republican,JONKMAN  B.,0.326000005,-0.31099999
80,6,MICHIGA,Republican,BLACKNEY,0.259000003,-0.307000011
80,7,MICHIGA,Republican,WOLCOTT  J.,0.312000006,-0.370999992
80,8,MICHIGA,Republican,CRAWFORD,0.421999991,0.136999995
80,9,MICHIGA,Republican,ENGEL  A.,0.130999997,-0.722000003
80,10,MICHIGA,Republican,WOODRUFF,0.430000007,-0.064999998
80,11,MICHIGA,Republican,BRADLEY  F.,0.533999979,-0.134000003
80,11,MICHIGA,Republican,POTTER  C.,0.277999997,-0.351000011
80,12,MICHIGA,Republican,BENNETT  J.,0.188999996,-0.150000006
80,13,MICHIGA,Republican,COFFIN  H.,0.224999994,-0.532000005
80,14,MICHIGA,Republican,YOUNGBLOOD,0.421999991,-0.356999993
80,15,MICHIGA,Democrat,DINGELL  J.,-0.333999991,-0.247999996
80,16,MICHIGA,Democrat,LESINSKI,-0.330000013,-0.326999992
80,17,MICHIGA,Republican,DONDERO  G.,0.331999987,-0.214000002
80,1,MINNESO,Republican,ANDRESEN,0.32100001,-0.014
80,2,MINNESO,Republican,O'HARA  J.,0.377000004,0.123000003
80,3,MINNESO,Republican,MACKINNON,0.141000003,-0.458999991
80,4,MINNESO,Republican,DEVITT  E.,0.094999999,-0.740999997
80,5,MINNESO,Republican,JUDD  W.,0.107000001,-0.523000002
80,6,MINNESO,Republican,KNUTSON  H.,0.398999989,0.115000002
80,7,MINNESO,Republican,ANDERSEN,0.282000005,0.017000001
80,8,MINNESO,Democrat,BLATNIK  J.,-0.497000009,0.203999996
80,9,MINNESO,Republican,HAGEN  H.,0.128000006,-0.100000001
80,1,MISSISS,Democrat,RANKIN  J.,0.233999997,0.977999985
80,2,MISSISS,Democrat,WHITTEN  J.,0.082000002,1.09800005
80,3,MISSISS,Democrat,WHITTINGTON,0.071999997,1.149999976
80,4,MISSISS,Democrat,ABERNETHY,0.116999999,0.995999992
80,5,MISSISS,Democrat,WINSTEAD,0.090999998,0.990999997
80,6,MISSISS,Democrat,COLMER  W.,0.090000004,1.00999999
80,7,MISSISS,Democrat,WILLIAMS,0.104999997,0.985000014
80,1,MISSOUR,Republican,ARNOLD  S.,0.442000002,-0.01
80,2,MISSOUR,Republican,SCHWABE  M.,0.465999991,0.337000012
80,3,MISSOUR,Republican,COLE  W.,0.372999996,-0.141000003
80,4,MISSOUR,Democrat,BELL  C.,0.086999997,0.823000014
80,5,MISSOUR,Republican,REEVES  A.,0.287,-0.384000003
80,6,MISSOUR,Republican,BENNETT  M.,0.333000004,0.028000001
80,7,MISSOUR,Republican,SHORT  D.,0.426999986,0.131999999
80,8,MISSOUR,Republican,BANTA  P.,0.555999994,0.223000005
80,9,MISSOUR,Democrat,CANNON  C.,-0.090999998,0.463999987
80,10,MISSOUR,Democrat,ZIMMERMAN,-0.067000002,0.58099997
80,11,MISSOUR,Republican,BAKEWELL,0.039000001,-0.907000005
80,12,MISSOUR,Republican,PLOESER  W.,0.352999985,-0.43900001
80,13,MISSOUR,Democrat,KARSTEN  F.,-0.444000006,0.028999999
80,1,MONTANA,Democrat,MANSFIELD,-0.246000007,-0.056000002
80,2,MONTANA,Republican,D'EWART  W.,0.275999993,-0.086999997
80,1,NEBRASK,Republican,CURTIS  C.,0.372999996,0.125
80,2,NEBRASK,Republican,BUFFETT  H.,0.575999975,-0.163000003
80,3,NEBRASK,Republican,STEFAN  K.,0.256000012,0.014
80,4,NEBRASK,Republican,MILLER  A.,0.370000005,0.041999999
80,1,NEVADA,Republican,RUSSELL  C.,0.165000007,-0.469999999
80,1,NEW HAM,Republican,MERROW  C.,0.178000003,-0.256999999
80,2,NEW HAM,Republican,COTTON  N.,0.243000001,-0.412999988
80,1,NEW JER,Republican,WOLVERTON,0.044,-0.666999996
80,2,NEW JER,Republican,HAND  T.,0.163000003,-0.992999971
80,3,NEW JER,Republican,AUCHINCLOSS,0.187000006,-0.558000028
80,4,NEW JER,Republican,MATHEWS  F.,0.226999998,-0.476000011
80,5,NEW JER,Republican,EATON  C.A.,0.201000005,-0.177000001
80,6,NEW JER,Republican,CASE  C.,0.059,-0.748000026
80,7,NEW JER,Republican,THOMAS  J.,0.305000007,-0.207000002
80,8,NEW JER,Republican,CANFIELD,0.035,-1.001999974
80,9,NEW JER,Republican,TOWE  H.L.,0.246000007,-0.485000014
80,10,NEW JER,Republican,HARTLEY  F.,0.178000003,-0.42899999
80,11,NEW JER,Republican,SUNDSTORM,0.237000003,-0.446999997
80,12,NEW JER,Republican,KEAN  R.,0.172999993,-0.941999972
80,13,NEW JER,Democrat,NORTON  M.,-0.382999986,-0.078000002
80,14,NEW JER,Democrat,HART  E.,-0.241999999,-0.231999993
80,98,NEW MEX,Democrat,FERNANDEZ,-0.079999998,0.453999996
80,98,NEW MEX,Democrat,LUSK  G.,-0.231000006,0.768000007
80,1,NEW YOR,Republican,MACY  W.,0.463,-0.363999993
80,2,NEW YOR,Republican,HALL  L.W.,0.222000003,-0.412
80,3,NEW YOR,Republican,LATHAM  H.,0.187999994,-0.574999988
80,4,NEW YOR,Republican,MCMAHON  G.,0.252000004,-0.773000002
80,5,NEW YOR,Republican,ROSS  R.,0.204999998,-0.83099997
80,6,NEW YOR,Republican,NODAR  R.,0.231000006,-0.861999989
80,7,NEW YOR,Democrat,DELANEY  J.,-0.432999998,-0.123999998
80,8,NEW YOR,Democrat,PFEIFER  J.,-0.377000004,-0.354000002
80,9,NEW YOR,Democrat,KEOGH  E.,-0.335999995,0.013
80,10,NEW YOR,Democrat,SOMERS  A.,-0.326999992,-0.432000011
80,11,NEW YOR,Democrat,HEFFERNAN,-0.361999989,-0.230000004
80,12,NEW YOR,Democrat,ROONEY  J.,-0.375,0.104999997
80,13,NEW YOR,Democrat,O'TOOLE  D.,-0.338999987,-0.374000013
80,14,NEW YOR,Democrat,RAYFIEL  L.,-0.463999987,-0.603999972
80,14,NEW YOR,Democrat,MULTER,-0.578000009,0.100000001
80,15,NEW YOR,Democrat,CELLER  E.,-0.405999988,-0.225999996
80,16,NEW YOR,Republican,BUCK  E.,0.323000014,-0.513999999
80,17,NEW YOR,Republican,COUDERT  F.,0.174999997,-0.917999983
80,18,NEW YOR,Other,MARCANTONIO,-0.563000023,-1.044999957
80,19,NEW YOR,Democrat,KLEIN  A.,-0.63499999,-0.232999995
80,20,NEW YOR,Democrat,BLOOM  S.,-0.407999992,-0.270999998
80,21,NEW YOR,Republican,JAVITS  J.,-0.231999993,-0.97299999
80,22,NEW YOR,Democrat,POWELL  A.,-1.220000029,-0.481000006
80,23,NEW YOR,Democrat,LYNCH  W.,-0.340000004,-0.153999999
80,24,NEW YOR,Democrat,RABIN  B.,-0.518999994,-0.074000001
80,24,NEW YOR,Other,ISACSON,-1,-0.011
80,25,NEW YOR,Democrat,BUCKLEY  C.,-0.405000001,0.017999999
80,26,NEW YOR,Republican,POTTS  D.,0.153999999,-0.987999976
80,27,NEW YOR,Republican,GWINN  R.,0.382999986,-0.391000003
80,28,NEW YOR,Republican,GAMBLE  R.,0.234999999,-0.426999986
80,29,NEW YOR,Republican,ST.GEORGE,0.324999988,-0.734000027
80,30,NEW YOR,Republican,LEFEVRE  J.,0.264999986,-0.388000011
80,31,NEW YOR,Republican,KEARNEY  B.,0.160999998,-0.612999976
80,32,NEW YOR,Democrat,BYRNE  W.,-0.335999995,-0.004
80,33,NEW YOR,Republican,TAYLOR  D.,0.160999998,-0.656000018
80,34,NEW YOR,Republican,KILBURN  C.,0.305999994,0
80,35,NEW YOR,Republican,FULLER  H.,0.32100001,-0.112000003
80,36,NEW YOR,Republican,RIEHLMAN,0.197999999,-0.708000004
80,37,NEW YOR,Republican,HALL  E.A.,0.171000004,-0.663999975
80,38,NEW YOR,Republican,TABER  J.,0.535000026,-0.352999985
80,39,NEW YOR,Republican,COLE  W.,0.277999997,-0.186000004
80,40,NEW YOR,Republican,KEATING  K.,0.097000003,-0.938000023
80,41,NEW YOR,Republican,WADSWORTH,0.280000001,0.105999999
80,42,NEW YOR,Republican,ANDREWS  W.,0.136000007,-0.280999988
80,43,NEW YOR,Republican,ELSAESSER,0.157000005,-0.760999978
80,44,NEW YOR,Republican,BUTLER  J.,0.30399999,-0.799000025
80,45,NEW YOR,Republican,REED  D.,0.524999976,-0.194999993
80,1,NORTH C,Democrat,BONNER  H.,-0.041000001,0.978999972
80,2,NORTH C,Democrat,KERR  J.,-0.088,0.768999994
80,3,NORTH C,Democrat,BARDEN  G.,0.048999999,0.999000013
80,4,NORTH C,Democrat,COOLEY  H.,-0.100000001,0.819000006
80,5,NORTH C,Democrat,FOLGER  J.,-0.286000013,0.783999979
80,6,NORTH C,Democrat,DURHAM  C.,-0.016000001,0.781000018
80,7,NORTH C,Democrat,CLARK  J.,-0.075000003,0.851999998
80,8,NORTH C,Democrat,DEANE  C.,-0.211999997,0.671000004
80,9,NORTH C,Democrat,DOUGHTON,0.074000001,0.977999985
80,10,NORTH C,Democrat,JONES  H.,-0.021,0.839999974
80,11,NORTH C,Democrat,BULWINKLE,0.004,0.907999992
80,12,NORTH C,Democrat,REDDEN  M.,0.02,0.838
80,98,NORTH D,Republican,LEMKE  W.,0.125,-0.077
80,98,NORTH D,Republican,ROBERTSON,0.225999996,-0.015
80,1,OHIO,Republican,ELSTON  C.,0.344999999,-0.540000021
80,2,OHIO,Republican,HESS  W.,0.314999998,-0.536000013
80,3,OHIO,Republican,BURKE  R.,0.187000006,-0.476999998
80,4,OHIO,Republican,JONES  R.,0.722000003,-0.059999999
80,4,OHIO,Republican,MCCULLOCH,0.368000001,-0.305999994
80,5,OHIO,Republican,CLEVENGER,0.58099997,-0.197999999
80,6,OHIO,Republican,MCCOWEN  E.,0.409000009,-0.426999986
80,7,OHIO,Republican,BROWN  C.,0.374000013,-0.236000001
80,8,OHIO,Republican,SMITH  F.,1.228999972,-0.289000005
80,9,OHIO,Republican,RAMEY  H.,0.171000004,-0.802999973
80,10,OHIO,Republican,JENKINS  T.,0.338,-0.257999986
80,11,OHIO,Republican,BREHM  W.,0.300999999,-0.234999999
80,12,OHIO,Republican,VORYS  J.,0.270999998,-0.469999999
80,13,OHIO,Republican,WEICHEL  A.,0.307999998,-0.308999985
80,14,OHIO,Democrat,HUBER  W.,-0.395999998,-0.469999999
80,15,OHIO,Republican,GRIFFITHS,0.39199999,-0.125
80,16,OHIO,Republican,CARSON  H.,0.361999989,-0.194999993
80,17,OHIO,Republican,MCGREGOR,0.370999992,-0.342000008
80,18,OHIO,Republican,LEWIS  E.,0.233999997,-0.639999986
80,19,OHIO,Democrat,KIRWAN  M.,-0.296999991,-0.075999998
80,20,OHIO,Democrat,FEIGHAN  M.,-0.261000007,-0.068999998
80,21,OHIO,Democrat,CROSSER  R.,-0.298000008,-0.421999991
80,22,OHIO,Republican,BOLTON  F.,0.206,-0.598999977
80,99,OHIO,Republican,BENDER  G.,0.164000005,-0.912
80,1,OKLAHOM,Republican,SCHWABE  G.,0.555000007,0.150000006
80,2,OKLAHOM,Democrat,STIGLER  W.,-0.135000005,0.456999987
80,3,OKLAHOM,Democrat,ALBERT  C.,-0.204999998,0.745999992
80,4,OKLAHOM,Democrat,JOHNSON  G.,-0.170000002,0.610000014
80,5,OKLAHOM,Democrat,MONRONEY,-0.179000005,0.479999989
80,6,OKLAHOM,Democrat,MORRIS  T.,-0.112000003,0.44600001
80,7,OKLAHOM,Democrat,PEDEN  P.,-0.093000002,0.995999992
80,8,OKLAHOM,Republican,RIZLEY  R.,0.414000005,0.36500001
80,1,OREGON,Republican,NORBLAD  A.,0.184,-0.232999995
80,2,OREGON,Republican,STOCKMAN,0.254999995,0.082999997
80,3,OREGON,Republican,ANGELL  H.,0.077,-0.549000025
80,4,OREGON,Republican,ELLSWORTH,0.268000007,-0.187000006
80,1,PENNSYL,Republican,GALLAGHER,0.317000002,-0.948000014
80,2,PENNSYL,Republican,MCGARVEY,0.351000011,-0.913999975
80,3,PENNSYL,Republican,SCOTT  HARD,0.174999997,-0.88499999
80,4,PENNSYL,Republican,MALONEY  F.,0.354999989,-0.361999989
80,5,PENNSYL,Republican,SARBACHER,0.30399999,-0.490999997
80,6,PENNSYL,Republican,SCOTT  HUGH,0.184,-0.853999972
80,7,PENNSYL,Republican,CHADWICK,0.137999997,-0.671000004
80,8,PENNSYL,Republican,LICHTENWALT,0.229000002,-0.670000017
80,9,PENNSYL,Republican,DAGUE  P.,0.277999997,-0.540000021
80,10,PENNSYL,Republican,SCOBLICK,0.241999999,-0.970000029
80,11,PENNSYL,Republican,JENKINS  M.,0.111000001,-0.954999983
80,12,PENNSYL,Republican,FENTON  I.,0.208000004,-0.586000025
80,13,PENNSYL,Republican,MUHLENBERG,0.147,-0.393000007
80,14,PENNSYL,Republican,GILLETTE,0.38499999,-0.141000003
80,15,PENNSYL,Republican,RICH  R.,0.653999984,0.027000001
80,16,PENNSYL,Republican,MCCONNELL,0.277999997,-0.455000013
80,17,PENNSYL,Republican,SIMPSON  R.,0.381999999,-0.38499999
80,18,PENNSYL,Republican,KUNKEL  J.,0.148000002,-0.566999972
80,19,PENNSYL,Republican,GAVIN  L.,0.289999992,-0.333000004
80,20,PENNSYL,Democrat,WALTER  F.,-0.150000006,0.025
80,21,PENNSYL,Republican,GROSS  C.,0.419,-0.331
80,22,PENNSYL,Republican,VAN ZANDT,0.164000005,-0.601999998
80,23,PENNSYL,Republican,CROW  W.,0.305999994,-0.936999977
80,24,PENNSYL,Democrat,MORGAN  T.,-0.349000007,0.142000005
80,25,PENNSYL,Republican,GRAHAM  L.,0.307000011,-0.375
80,26,PENNSYL,Republican,TIBBOTT  T.,0.31400001,-0.470999986
80,27,PENNSYL,Democrat,KELLEY A.,-0.375999987,-0.215000004
80,28,PENNSYL,Republican,KEARNS  C.,0.282999992,-0.573000014
80,29,PENNSYL,Republican,MCDOWELL,0.236000001,-0.902999997
80,30,PENNSYL,Republican,CORBETT  R.,0.089000002,-0.726000011
80,31,PENNSYL,Republican,FULTON  J.,0.013,-0.751999974
80,32,PENNSYL,Democrat,EBERHARTER,-0.319999993,-0.120999999
80,33,PENNSYL,Democrat,BUCHANAN,-0.377000004,0.112999998
80,1,RHODE I,Democrat,FORAND  A.,-0.289999992,-0.123000003
80,2,RHODE I,Democrat,FOGARTY  J.,-0.305999994,-0.356000006
80,1,SOUTH C,Democrat,RIVERS  L.,0.033,0.907000005
80,2,SOUTH C,Democrat,RILEY  J.,-0.071999997,0.958000004
80,3,SOUTH C,Democrat,DORN  W.,0.119999997,1.085000038
80,4,SOUTH C,Democrat,BRYSON  J.,-0.01,0.852999985
80,5,SOUTH C,Democrat,RICHARDS,-0.075000003,0.941999972
80,6,SOUTH C,Democrat,MCMILLAN,0.018999999,0.990999997
80,1,SOUTH D,Republican,MUNDT  K.,0.210999995,0.041000001
80,2,SOUTH D,Republican,CASE  F.,0.263999999,0.02
80,1,TENNESS,Republican,PHILLIPS,0.097999997,-0.209999993
80,2,TENNESS,Republican,JENNINGS,0.324999988,0.119000003
80,3,TENNESS,Democrat,KEFAUVER,-0.270000011,0.160999998
80,4,TENNESS,Democrat,GORE  A.,-0.136000007,0.619000018
80,5,TENNESS,Democrat,EVINS  J.,-0.202000007,0.879000008
80,6,TENNESS,Democrat,PRIEST  J.,-0.197999999,0.616999984
80,7,TENNESS,Democrat,COURTNEY,-0.156000003,0.773000002
80,8,TENNESS,Democrat,MURRAY  T.,0.077,0.949999988
